case,arm,cores,core,program,signed_error_pct
test-c4_non_google_02,astra_single_core,4,3,ligra_cf,-3.1012835916138153
test-c8-01,astra_single_core,8,0,cam4,-2.2085638952900526
test-c8-01,astra_single_core,8,1,tahoe_0010,-9.62037503650691
test-c8-01,astra_single_core,8,2,sierra_a_3_0006,-7.660761500043946
test-c8-01,astra_single_core,8,3,sierra_a_4_0005,-9.013880477264026
test-c8-01,astra_single_core,8,4,tahoe_0016,-8.178618952078516
test-c8-01,astra_single_core,8,5,biogpt,-11.70534542952034
test-c8-01,astra_single_core,8,6,sierra_a_6_0011,-11.929272846291338
test-c8-01,astra_single_core,8,7,sierra_a_3_0001,-8.486339075782414
test-c8-02,astra_single_core,8,0,gcc,8.814735161361346
test-c8-02,astra_single_core,8,1,gap_bc,-5.021848761895833
test-c8-02,astra_single_core,8,2,tahoe_0023,-5.807719578157505
test-c8-02,astra_single_core,8,3,sierra_a_4_0013,-12.594763255153326
test-c8-02,astra_single_core,8,4,pop2,-3.4580856853242117
test-c8-02,astra_single_core,8,5,xalancbmk,-3.442166400086121
test-c8-02,astra_single_core,8,6,sierra_a_6_0006,-6.224585450621258
test-c8-02,astra_single_core,8,7,sierra_a_6_0001,-5.517816564567305
test-c8-03,astra_single_core,8,0,tahoe_0013,-3.7068819319005275
test-c8-03,astra_single_core,8,1,tahoe_0006,-2.7009620494510598
test-c8-03,astra_single_core,8,2,tahoe_0014,-0.5116473633544868
test-c8-03,astra_single_core,8,3,ligra_cf,-1.8502224722451783
test-c8-03,astra_single_core,8,4,bark,2.3075002189021285
test-c8-03,astra_single_core,8,5,tahoe_0035,-3.1300815598193084
test-c8-03,astra_single_core,8,6,ligra_radii,8.381753055384342
test-c8-03,astra_single_core,8,7,tahoe_0011,-0.8336493452449477
test-c8-04,astra_single_core,8,0,sierra_a_3_0001,-7.950075162596286
test-c8-04,astra_single_core,8,1,cam4,-1.9698476060895662
test-c8-04,astra_single_core,8,2,sierra_a_4_0013,-16.355193750633685
test-c8-04,astra_single_core,8,3,tahoe_0014,-6.127647145473435
test-c8-04,astra_single_core,8,4,xalancbmk,-2.8456166467703454
test-c8-04,astra_single_core,8,5,tahoe_0011,-6.451436929810542
test-c8-04,astra_single_core,8,6,tahoe_0010,-7.9973474765553485
test-c8-04,astra_single_core,8,7,pop2,-2.7988908946893276
test-c8-05,astra_single_core,8,0,sierra_a_6_0001,-3.072021555116352
test-c8-05,astra_single_core,8,1,tahoe_0035,-2.6547509128435514
test-c8-05,astra_single_core,8,2,tahoe_0016,-2.362012415663901
test-c8-05,astra_single_core,8,3,sierra_a_4_0005,-3.215291373388945
test-c8-05,astra_single_core,8,4,gcc,11.461119619157918
test-c8-05,astra_single_core,8,5,tahoe_0006,-2.475436621761339
test-c8-05,astra_single_core,8,6,sierra_a_3_0006,-2.4653406612512785
test-c8-05,astra_single_core,8,7,ligra_radii,8.299838594565715
test-c8-06,astra_single_core,8,0,bark,-1.0858429464484847
test-c8-06,astra_single_core,8,1,gap_bc,-8.078141724582784
test-c8-06,astra_single_core,8,2,sierra_a_3_0001,-9.861913757085462
test-c8-06,astra_single_core,8,3,tahoe_0023,-9.586306977143424
test-c8-06,astra_single_core,8,4,tahoe_0013,-9.406898278965835
test-c8-06,astra_single_core,8,5,sierra_a_6_0011,-12.866844561117707
test-c8-06,astra_single_core,8,6,sierra_a_4_0005,-9.271265788057566
test-c8-06,astra_single_core,8,7,sierra_a_6_0006,-9.971675093879602
test-c8-07,astra_single_core,8,0,biogpt,-12.8266236135111
test-c8-07,astra_single_core,8,1,ligra_cf,-11.12840666502092
test-c8-07,astra_single_core,8,2,gap_bc,-9.193942047765583
test-c8-07,astra_single_core,8,3,sierra_a_6_0001,-9.901299555825217
test-c8-07,astra_single_core,8,4,sierra_a_6_0011,-12.591538715260468
test-c8-07,astra_single_core,8,5,sierra_a_4_0013,-13.908837347037357
test-c8-07,astra_single_core,8,6,tahoe_0035,-10.202743261149717
test-c8-07,astra_single_core,8,7,tahoe_0010,-10.11145412961807
test-c8-08,astra_single_core,8,0,ligra_radii,2.7665107725077522
test-c8-08,astra_single_core,8,1,biogpt,-10.950412235495559
test-c8-08,astra_single_core,8,2,pop2,-0.23814229205518933
test-c8-08,astra_single_core,8,3,sierra_a_6_0006,-3.2397871172019017
test-c8-08,astra_single_core,8,4,sierra_a_3_0006,-3.4839467696598
test-c8-08,astra_single_core,8,5,bark,-5.148761142966604
test-c8-08,astra_single_core,8,6,cam4,-1.5104396950606471
test-c8-08,astra_single_core,8,7,ligra_cf,-7.531819919957432
test-c4_google_03,astra_multicore,4,0,sierra_a_4_0013,-2.060104588384578
test-c4_google_03,astra_multicore,4,1,sierra_a_3_0006,3.714822852113634
test-c4_google_03,astra_multicore,4,2,sierra_a_6_0001,1.9994357790132729
test-c4_google_03,astra_multicore,4,3,sierra_a_6_0011,1.4240135947910277
test-c4_google_04,astra_multicore,4,0,tahoe_0023,1.363051167394301
test-c4_google_04,astra_multicore,4,1,tahoe_0013,1.4706458410005105
test-c4_google_04,astra_multicore,4,2,tahoe_0011,1.9052918689163512
test-c4_google_04,astra_multicore,4,3,tahoe_0006,1.578128886332265
test-c4_mixed_05,astra_multicore,4,0,gcc,6.350321119539402
test-c4_mixed_05,astra_multicore,4,1,sierra_a_4_0005,-0.7154307092653717
test-c4_mixed_05,astra_multicore,4,2,tahoe_0016,-0.6432970901988815
test-c4_mixed_05,astra_multicore,4,3,biogpt,6.99164648380222
test-c4_mixed_06,astra_multicore,4,0,tahoe_0035,-8.895050782197258
test-c4_mixed_06,astra_multicore,4,1,sierra_a_6_0006,-6.972604286730175
test-c4_mixed_06,astra_multicore,4,2,ligra_radii,-0.026760486537534992
test-c4_mixed_06,astra_multicore,4,3,cam4,-0.44467015583312175
test-c4_mixed_07,astra_multicore,4,0,tahoe_0014,-3.189960045007931
test-c4_mixed_07,astra_multicore,4,1,gap_bc,-2.217623052863483
test-c4_mixed_07,astra_multicore,4,2,sierra_a_3_0001,-5.136581634452485
test-c4_mixed_07,astra_multicore,4,3,bark,12.54421678244157
test-c4_mixed_08,astra_multicore,4,0,sierra_a_4_0013,-1.7926624383403893
test-c4_mixed_08,astra_multicore,4,1,tahoe_0010,3.8466425386277328
test-c4_mixed_08,astra_multicore,4,2,ligra_cf,-1.3884470519071113
test-c4_mixed_08,astra_multicore,4,3,xalancbmk,0.3483838766569737
test-c4_non_google_01,astra_multicore,4,0,ligra_radii,-2.8315143550971476
test-c4_non_google_01,astra_multicore,4,1,gap_bc,-9.788246689300838
test-c4_non_google_01,astra_multicore,4,2,biogpt,18.230581957021517
test-c4_non_google_01,astra_multicore,4,3,cam4,-2.4294182160742737
test-c4_non_google_02,astra_multicore,4,0,pop2,-0.740301439378275
test-c4_non_google_02,astra_multicore,4,1,bark,7.930851720322949
test-c4_non_google_02,astra_multicore,4,2,xalancbmk,0.23288101634553693
test-c4_non_google_02,astra_multicore,4,3,ligra_cf,-3.752562234506633
test-c8-01,astra_multicore,8,0,cam4,-1.4924481336240907
test-c8-01,astra_multicore,8,1,tahoe_0010,-1.259609434259182
test-c8-01,astra_multicore,8,2,sierra_a_3_0006,-1.8537432997505259
test-c8-01,astra_multicore,8,3,sierra_a_4_0005,-2.325342470908601
test-c8-01,astra_multicore,8,4,tahoe_0016,-0.3173200079276958
test-c8-01,astra_multicore,8,5,biogpt,-10.598790146260793
test-c8-01,astra_multicore,8,6,sierra_a_6_0011,-6.355670172211273
test-c8-01,astra_multicore,8,7,sierra_a_3_0001,-3.995731283365216
test-c8-02,astra_multicore,8,0,gcc,9.870243212247033
test-c8-02,astra_multicore,8,1,gap_bc,-3.541909139798395
test-c8-02,astra_multicore,8,2,tahoe_0023,-4.71825864151885
test-c8-02,astra_multicore,8,3,sierra_a_4_0013,-10.934171052300455
test-c8-02,astra_multicore,8,4,pop2,-2.741123836859589
test-c8-02,astra_multicore,8,5,xalancbmk,-2.8378004680952458
test-c8-02,astra_multicore,8,6,sierra_a_6_0006,-5.016183513709607
test-c8-02,astra_multicore,8,7,sierra_a_6_0001,-4.653944765472996
test-c8-03,astra_multicore,8,0,tahoe_0013,-2.147354688401187
test-c8-03,astra_multicore,8,1,tahoe_0006,-1.3154806870583517
test-c8-03,astra_multicore,8,2,tahoe_0014,0.37863725486997163
test-c8-03,astra_multicore,8,3,ligra_cf,-0.4610222423380757
test-c8-03,astra_multicore,8,4,bark,1.0120973469716945
test-c8-03,astra_multicore,8,5,tahoe_0035,-1.350872883455752
test-c8-03,astra_multicore,8,6,ligra_radii,8.821395306022417
test-c8-03,astra_multicore,8,7,tahoe_0011,0.046082329704252314
test-c8-04,astra_multicore,8,0,sierra_a_3_0001,-5.088405748259293
test-c8-04,astra_multicore,8,1,cam4,-1.693446412064545
test-c8-04,astra_multicore,8,2,sierra_a_4_0013,-12.881184598510577
test-c8-04,astra_multicore,8,3,tahoe_0014,-3.429707614400196
test-c8-04,astra_multicore,8,4,xalancbmk,-1.7362045908064165
test-c8-04,astra_multicore,8,5,tahoe_0011,-3.33789677135975
test-c8-04,astra_multicore,8,6,tahoe_0010,-4.5156335696763605
test-c8-04,astra_multicore,8,7,pop2,-0.32087226255851004
test-c8-05,astra_multicore,8,0,sierra_a_6_0001,-2.1432921123780146
test-c8-05,astra_multicore,8,1,tahoe_0035,-1.9537495757737056
test-c8-05,astra_multicore,8,2,tahoe_0016,-1.6750927960908715
test-c8-05,astra_multicore,8,3,sierra_a_4_0005,-2.3040133962207374
test-c8-05,astra_multicore,8,4,gcc,12.033429728570677
test-c8-05,astra_multicore,8,5,tahoe_0006,-1.6411340665710468
test-c8-05,astra_multicore,8,6,sierra_a_3_0006,-1.6377521301500728
test-c8-05,astra_multicore,8,7,ligra_radii,7.872968703729144
test-c8-06,astra_multicore,8,0,bark,-0.6190962665401267
test-c8-06,astra_multicore,8,1,gap_bc,-5.02750063351218
test-c8-06,astra_multicore,8,2,sierra_a_3_0001,-7.484468724911414
test-c8-06,astra_multicore,8,3,tahoe_0023,-7.122077880274569
test-c8-06,astra_multicore,8,4,tahoe_0013,-6.453837873272921
test-c8-06,astra_multicore,8,5,sierra_a_6_0011,-9.964589542982639
test-c8-06,astra_multicore,8,6,sierra_a_4_0005,-6.565679654350784
test-c8-06,astra_multicore,8,7,sierra_a_6_0006,-7.276648203582764
test-c8-07,astra_multicore,8,0,biogpt,-15.152329344026013
test-c8-07,astra_multicore,8,1,ligra_cf,-6.215450497753299
test-c8-07,astra_multicore,8,2,gap_bc,-4.229292799534812
test-c8-07,astra_multicore,8,3,sierra_a_6_0001,-5.1588361475724
test-c8-07,astra_multicore,8,4,sierra_a_6_0011,-7.7704817131045
test-c8-07,astra_multicore,8,5,sierra_a_4_0013,-8.237717934099111
test-c8-07,astra_multicore,8,6,tahoe_0035,-5.716686477339654
test-c8-07,astra_multicore,8,7,tahoe_0010,-5.217774319416629
test-c8-08,astra_multicore,8,0,ligra_radii,6.2561898927334045
test-c8-08,astra_multicore,8,1,biogpt,-9.294086388779416
test-c8-08,astra_multicore,8,2,pop2,4.588657111631758
test-c8-08,astra_multicore,8,3,sierra_a_6_0006,2.620129346510237
test-c8-08,astra_multicore,8,4,sierra_a_3_0006,2.9669054209986228
test-c8-08,astra_multicore,8,5,bark,-4.5415877573775365
test-c8-08,astra_multicore,8,6,cam4,-0.8892186985161383
test-c8-08,astra_multicore,8,7,ligra_cf,-1.2163480063551841
test-c4_google_03,deepseek_single_core,4,0,sierra_a_4_0013,-3.1652854511970534
test-c4_google_03,deepseek_single_core,4,1,sierra_a_3_0006,0.9367466216834041
test-c4_google_03,deepseek_single_core,4,2,sierra_a_6_0001,0.8757937206947859
test-c4_google_03,deepseek_single_core,4,3,sierra_a_6_0011,-1.2011477185884838
test-c4_google_04,deepseek_single_core,4,0,tahoe_0023,-0.3888913957299617
test-c4_google_04,deepseek_single_core,4,1,tahoe_0013,0.01902529148722615
test-c4_google_04,deepseek_single_core,4,2,tahoe_0011,1.097479572180079
test-c4_google_04,deepseek_single_core,4,3,tahoe_0006,-0.037006422709237936
test-c4_mixed_05,deepseek_single_core,4,0,gcc,21.718374835105998
test-c4_mixed_05,deepseek_single_core,4,1,sierra_a_4_0005,8.184761695935165
test-c4_mixed_05,deepseek_single_core,4,2,tahoe_0016,6.92094930861622
test-c4_mixed_05,deepseek_single_core,4,3,biogpt,17.34649530929049
test-c4_mixed_06,deepseek_single_core,4,0,tahoe_0035,-2.2901431084904806
test-c4_mixed_06,deepseek_single_core,4,1,sierra_a_6_0006,-3.445560164856719
test-c4_mixed_06,deepseek_single_core,4,2,ligra_radii,1.011423442724106
test-c4_mixed_06,deepseek_single_core,4,3,cam4,-1.6084801770634785
test-c4_mixed_07,deepseek_single_core,4,0,tahoe_0014,-2.6759221702128397
test-c4_mixed_07,deepseek_single_core,4,1,gap_bc,-2.2566074873703172
test-c4_mixed_07,deepseek_single_core,4,2,sierra_a_3_0001,-4.006914845001566
test-c4_mixed_07,deepseek_single_core,4,3,bark,-1.9925779216720856
test-c4_mixed_08,deepseek_single_core,4,0,sierra_a_4_0013,-3.835964032684991
test-c4_mixed_08,deepseek_single_core,4,1,tahoe_0010,2.341021913204167
test-c4_mixed_08,deepseek_single_core,4,2,ligra_cf,-2.805774972741695
test-c4_mixed_08,deepseek_single_core,4,3,xalancbmk,0.0687586481151832
test-c4_non_google_01,deepseek_single_core,4,0,ligra_radii,9.183239387344146
test-c4_non_google_01,deepseek_single_core,4,1,gap_bc,7.590476776854514
test-c4_non_google_01,deepseek_single_core,4,2,biogpt,20.186886506666035
test-c4_non_google_01,deepseek_single_core,4,3,cam4,-0.2117721023809217
test-c4_non_google_02,deepseek_single_core,4,0,pop2,1.8743017291416646
test-c4_non_google_02,deepseek_single_core,4,1,bark,8.48870383184832
test-c4_non_google_02,deepseek_single_core,4,2,xalancbmk,0.16901832678326817
test-c4_non_google_02,deepseek_single_core,4,3,ligra_cf,1.3008416747092744
test-c8-01,deepseek_single_core,8,0,cam4,1.8778598652266663
test-c8-01,deepseek_single_core,8,1,tahoe_0010,27.747758474627144
test-c8-01,deepseek_single_core,8,2,sierra_a_3_0006,20.35956999048749
test-c8-01,deepseek_single_core,8,3,sierra_a_4_0005,24.883405262134108
test-c8-01,deepseek_single_core,8,4,tahoe_0016,22.472504273268523
test-c8-01,deepseek_single_core,8,5,biogpt,5.533024872255004
test-c8-01,deepseek_single_core,8,6,sierra_a_6_0011,20.033660018492963
test-c8-01,deepseek_single_core,8,7,sierra_a_3_0001,18.494271478006137
test-c8-02,deepseek_single_core,8,0,gcc,0.5080693169149197
test-c8-02,deepseek_single_core,8,1,gap_bc,-4.981524113639036
test-c8-02,deepseek_single_core,8,2,tahoe_0023,-3.5298047458100044
test-c8-02,deepseek_single_core,8,3,sierra_a_4_0013,-10.558240129465258
test-c8-02,deepseek_single_core,8,4,pop2,3.04310906237838
test-c8-02,deepseek_single_core,8,5,xalancbmk,-1.5986393186315655
test-c8-02,deepseek_single_core,8,6,sierra_a_6_0006,-3.830820859471157
test-c8-02,deepseek_single_core,8,7,sierra_a_6_0001,-3.805132635055546
test-c8-03,deepseek_single_core,8,0,tahoe_0013,1.4977040505170185
test-c8-03,deepseek_single_core,8,1,tahoe_0006,2.142075947780923
test-c8-03,deepseek_single_core,8,2,tahoe_0014,4.248386133771261
test-c8-03,deepseek_single_core,8,3,ligra_cf,4.148767527311649
test-c8-03,deepseek_single_core,8,4,bark,4.779407888243799
test-c8-03,deepseek_single_core,8,5,tahoe_0035,1.6276742332856937
test-c8-03,deepseek_single_core,8,6,ligra_radii,6.156675962000636
test-c8-03,deepseek_single_core,8,7,tahoe_0011,3.609026606831659
test-c8-04,deepseek_single_core,8,0,sierra_a_3_0001,8.889072678268247
test-c8-04,deepseek_single_core,8,1,cam4,-1.228967548556616
test-c8-04,deepseek_single_core,8,2,sierra_a_4_0013,-2.7760494438612726
test-c8-04,deepseek_single_core,8,3,tahoe_0014,5.947919905625429
test-c8-04,deepseek_single_core,8,4,xalancbmk,1.0321509635960517
test-c8-04,deepseek_single_core,8,5,tahoe_0011,7.485272202095023
test-c8-04,deepseek_single_core,8,6,tahoe_0010,6.852829912817054
test-c8-04,deepseek_single_core,8,7,pop2,9.444675106933676
test-c8-05,deepseek_single_core,8,0,sierra_a_6_0001,-1.869743162618956
test-c8-05,deepseek_single_core,8,1,tahoe_0035,-1.720938520341306
test-c8-05,deepseek_single_core,8,2,tahoe_0016,-0.9863374952488532
test-c8-05,deepseek_single_core,8,3,sierra_a_4_0005,-2.098151442319153
test-c8-05,deepseek_single_core,8,4,gcc,0.275112396333653
test-c8-05,deepseek_single_core,8,5,tahoe_0006,-1.6752865848695224
test-c8-05,deepseek_single_core,8,6,sierra_a_3_0006,-2.410009321381234
test-c8-05,deepseek_single_core,8,7,ligra_radii,-1.0024498974406746
test-c8-06,deepseek_single_core,8,0,bark,-3.1329267719284055
test-c8-06,deepseek_single_core,8,1,gap_bc,4.50804528114411
test-c8-06,deepseek_single_core,8,2,sierra_a_3_0001,1.0546433265526423
test-c8-06,deepseek_single_core,8,3,tahoe_0023,1.8669592251135319
test-c8-06,deepseek_single_core,8,4,tahoe_0013,3.7881721151563963
test-c8-06,deepseek_single_core,8,5,sierra_a_6_0011,-1.6588717236133148
test-c8-06,deepseek_single_core,8,6,sierra_a_4_0005,3.079773850472626
test-c8-06,deepseek_single_core,8,7,sierra_a_6_0006,1.3150713598935675
test-c8-07,deepseek_single_core,8,0,biogpt,-8.06161499366695
test-c8-07,deepseek_single_core,8,1,ligra_cf,16.241876254296105
test-c8-07,deepseek_single_core,8,2,gap_bc,17.712908800904366
test-c8-07,deepseek_single_core,8,3,sierra_a_6_0001,11.515977539460598
test-c8-07,deepseek_single_core,8,4,sierra_a_6_0011,10.734087661399844
test-c8-07,deepseek_single_core,8,5,sierra_a_4_0013,11.749643387071034
test-c8-07,deepseek_single_core,8,6,tahoe_0035,14.336336174397161
test-c8-07,deepseek_single_core,8,7,tahoe_0010,16.569811113739007
test-c8-08,deepseek_single_core,8,0,ligra_radii,33.592900103546945
test-c8-08,deepseek_single_core,8,1,biogpt,15.064004153645815
test-c8-08,deepseek_single_core,8,2,pop2,26.30025339343413
test-c8-08,deepseek_single_core,8,3,sierra_a_6_0006,21.872850094008946
test-c8-08,deepseek_single_core,8,4,sierra_a_3_0006,25.311914092994577
test-c8-08,deepseek_single_core,8,5,bark,14.909824333253752
test-c8-08,deepseek_single_core,8,6,cam4,2.892662572834263
test-c8-08,deepseek_single_core,8,7,ligra_cf,32.25910343276049
test-c4_google_03,deepseek_multicore,4,0,sierra_a_4_0013,-3.3287370121893285
test-c4_google_03,deepseek_multicore,4,1,sierra_a_3_0006,0.7838744565621779
test-c4_google_03,deepseek_multicore,4,2,sierra_a_6_0001,0.7072745244383662
test-c4_google_03,deepseek_multicore,4,3,sierra_a_6_0011,-1.3578475742919007
test-c4_google_04,deepseek_multicore,4,0,tahoe_0023,-0.4485665229004124
test-c4_google_04,deepseek_multicore,4,1,tahoe_0013,-0.1031134034759373
test-c4_google_04,deepseek_multicore,4,2,tahoe_0011,1.053277140049187
test-c4_google_04,deepseek_multicore,4,3,tahoe_0006,-0.14219506372297533
test-c4_mixed_05,deepseek_multicore,4,0,gcc,20.995176923189156
test-c4_mixed_05,deepseek_multicore,4,1,sierra_a_4_0005,8.025038598556247
test-c4_mixed_05,deepseek_multicore,4,2,tahoe_0016,6.814942755512596
test-c4_mixed_05,deepseek_multicore,4,3,biogpt,16.90019273538486
test-c4_mixed_06,deepseek_multicore,4,0,tahoe_0035,-7.263895038789923
test-c4_mixed_06,deepseek_multicore,4,1,sierra_a_6_0006,-7.6814179742130095
test-c4_mixed_06,deepseek_multicore,4,2,ligra_radii,-3.4376563269628133
test-c4_mixed_06,deepseek_multicore,4,3,cam4,-2.9637227204357957
test-c4_mixed_07,deepseek_multicore,4,0,tahoe_0014,-4.399816765779601
test-c4_mixed_07,deepseek_multicore,4,1,gap_bc,-2.8324825466439907
test-c4_mixed_07,deepseek_multicore,4,2,sierra_a_3_0001,-4.89022425956027
test-c4_mixed_07,deepseek_multicore,4,3,bark,-5.287766059120244
test-c4_mixed_08,deepseek_multicore,4,0,sierra_a_4_0013,-3.80756304687333
test-c4_mixed_08,deepseek_multicore,4,1,tahoe_0010,2.3508152325015774
test-c4_mixed_08,deepseek_multicore,4,2,ligra_cf,-2.8254555382054343
test-c4_mixed_08,deepseek_multicore,4,3,xalancbmk,0.0861122614325882
test-c4_non_google_01,deepseek_multicore,4,0,ligra_radii,1.099524225381307
test-c4_non_google_01,deepseek_multicore,4,1,gap_bc,0.702120807757457
test-c4_non_google_01,deepseek_multicore,4,2,biogpt,9.159028296283024
test-c4_non_google_01,deepseek_multicore,4,3,cam4,-2.1458196894722517
test-c4_non_google_02,deepseek_multicore,4,0,pop2,1.6246429909175102
test-c4_non_google_02,deepseek_multicore,4,1,bark,8.48041497280461
test-c4_non_google_02,deepseek_multicore,4,2,xalancbmk,0.18063435647628553
test-c4_non_google_02,deepseek_multicore,4,3,ligra_cf,1.1229736539734185
test-c8-01,deepseek_multicore,8,0,cam4,0.24629059747929286
test-c8-01,deepseek_multicore,8,1,tahoe_0010,9.768995330256777
test-c8-01,deepseek_multicore,8,2,sierra_a_3_0006,5.917356942091427
test-c8-01,deepseek_multicore,8,3,sierra_a_4_0005,7.723448019670742
test-c8-01,deepseek_multicore,8,4,tahoe_0016,7.500130976720745
test-c8-01,deepseek_multicore,8,5,biogpt,-10.342906882695466
test-c8-01,deepseek_multicore,8,6,sierra_a_6_0011,1.5134472198271571
test-c8-01,deepseek_multicore,8,7,sierra_a_3_0001,3.074385597970028
test-c8-02,deepseek_multicore,8,0,gcc,-5.400888910048356
test-c8-02,deepseek_multicore,8,1,gap_bc,-8.923850814410992
test-c8-02,deepseek_multicore,8,2,tahoe_0023,-8.115198871915657
test-c8-02,deepseek_multicore,8,3,sierra_a_4_0013,-13.83164218811982
test-c8-02,deepseek_multicore,8,4,pop2,-5.178319474435107
test-c8-02,deepseek_multicore,8,5,xalancbmk,-3.4156052441146056
test-c8-02,deepseek_multicore,8,6,sierra_a_6_0006,-7.9877741582333295
test-c8-02,deepseek_multicore,8,7,sierra_a_6_0001,-7.519709435796005
test-c8-03,deepseek_multicore,8,0,tahoe_0013,-2.4832550279038696
test-c8-03,deepseek_multicore,8,1,tahoe_0006,-1.3197292533719711
test-c8-03,deepseek_multicore,8,2,tahoe_0014,1.5737965050083726
test-c8-03,deepseek_multicore,8,3,ligra_cf,-0.419750469760151
test-c8-03,deepseek_multicore,8,4,bark,2.0176456399902523
test-c8-03,deepseek_multicore,8,5,tahoe_0035,-1.8422977493140522
test-c8-03,deepseek_multicore,8,6,ligra_radii,2.0143686219133583
test-c8-03,deepseek_multicore,8,7,tahoe_0011,0.6740546895822072
test-c8-04,deepseek_multicore,8,0,sierra_a_3_0001,0.7255190827251663
test-c8-04,deepseek_multicore,8,1,cam4,-3.1393319646484326
test-c8-04,deepseek_multicore,8,2,sierra_a_4_0013,-10.919817194096044
test-c8-04,deepseek_multicore,8,3,tahoe_0014,-1.1215829442714376
test-c8-04,deepseek_multicore,8,4,xalancbmk,-1.3277843335775323
test-c8-04,deepseek_multicore,8,5,tahoe_0011,-0.2331602192804158
test-c8-04,deepseek_multicore,8,6,tahoe_0010,-2.5605536858759494
test-c8-04,deepseek_multicore,8,7,pop2,2.4828722839049187
test-c8-05,deepseek_multicore,8,0,sierra_a_6_0001,-3.555374531231032
test-c8-05,deepseek_multicore,8,1,tahoe_0035,-3.8835113436922657
test-c8-05,deepseek_multicore,8,2,tahoe_0016,-3.0313402499240643
test-c8-05,deepseek_multicore,8,3,sierra_a_4_0005,-4.533218000228335
test-c8-05,deepseek_multicore,8,4,gcc,-2.9200800058066614
test-c8-05,deepseek_multicore,8,5,tahoe_0006,-3.8303158119737275
test-c8-05,deepseek_multicore,8,6,sierra_a_3_0006,-4.881980073537043
test-c8-05,deepseek_multicore,8,7,ligra_radii,-3.68701137522287
test-c8-06,deepseek_multicore,8,0,bark,-13.132205286568052
test-c8-06,deepseek_multicore,8,1,gap_bc,-5.421827599191603
test-c8-06,deepseek_multicore,8,2,sierra_a_3_0001,-7.253480457273128
test-c8-06,deepseek_multicore,8,3,tahoe_0023,-7.288846924515092
test-c8-06,deepseek_multicore,8,4,tahoe_0013,-5.8533373248809415
test-c8-06,deepseek_multicore,8,5,sierra_a_6_0011,-11.357118196898378
test-c8-06,deepseek_multicore,8,6,sierra_a_4_0005,-5.905421454415219
test-c8-06,deepseek_multicore,8,7,sierra_a_6_0006,-7.575737487620301
test-c8-07,deepseek_multicore,8,0,biogpt,-18.217511643779275
test-c8-07,deepseek_multicore,8,1,ligra_cf,2.2338270148999824
test-c8-07,deepseek_multicore,8,2,gap_bc,4.592201786625616
test-c8-07,deepseek_multicore,8,3,sierra_a_6_0001,0.6981191470805865
test-c8-07,deepseek_multicore,8,4,sierra_a_6_0011,-1.5279984543707352
test-c8-07,deepseek_multicore,8,5,sierra_a_4_0013,-1.0492469434753424
test-c8-07,deepseek_multicore,8,6,tahoe_0035,1.724137326134138
test-c8-07,deepseek_multicore,8,7,tahoe_0010,3.7643387758405096
test-c8-08,deepseek_multicore,8,0,ligra_radii,18.708026396398676
test-c8-08,deepseek_multicore,8,1,biogpt,-2.1575948405199536
test-c8-08,deepseek_multicore,8,2,pop2,15.995807146337459
test-c8-08,deepseek_multicore,8,3,sierra_a_6_0006,10.006534353243632
test-c8-08,deepseek_multicore,8,4,sierra_a_3_0006,12.028626804433735
test-c8-08,deepseek_multicore,8,5,bark,8.592630297849363
test-c8-08,deepseek_multicore,8,6,cam4,1.3730349886084254
test-c8-08,deepseek_multicore,8,7,ligra_cf,14.290292135539849
