arm,pattern,read_percent,interval,admission_wait_max,admission_wait_sum,cpu_seconds,drain_cpu_seconds,drain_simulated_cycles,drain_wall_seconds,input_loading_wall_seconds,measured_reads,measured_reads_completed,measured_simulated_cycles,measured_writes,measured_writes_completed,peak_rss_kib,repeat,requests_per_second,simulated_cycles,total_process_cpu_seconds,total_process_wall_seconds,wall_seconds,warmup_cpu_seconds,warmup_reads_outstanding,warmup_wall_seconds,warmup_writes_outstanding
astra_multicore,streaming,75,16,0,0,0.976731,2e-06,69,2.688e-06,0.090467832,3749323,3749323,80000069,1250677,1250677,210836,3,5118927.20652294,81600053,1.09,1.1,0.976767162,0.019942,1,0.019944296,2
astra_multicore,streaming,75,16,0,0,0.961584,7e-06,69,7.732e-06,0.084597705,3749323,3749323,80000069,1250677,1250677,210836,4,5199609.2069392875,81600053,1.08,1.08,0.961610729,0.019515,1,0.01951773,2
astra_multicore,streaming,75,16,0,0,0.963588,2e-06,69,2.808e-06,0.08350498,3749323,3749323,80000069,1250677,1250677,210840,5,5188755.251736363,81600053,1.08,1.08,0.963622248,0.019567,1,0.019568959,2
deepseek_multicore,streaming,75,16,0,0,1.323583,1e-06,38,2.441e-06,0.081877823,3749323,3749323,80000038,1250677,1250677,210840,1,3777484.0931636947,81600022,1.45,1.45,1.323632311,0.026739,1,0.026740255,2
deepseek_multicore,streaming,75,16,0,0,1.328983,2e-06,38,2.711e-06,0.081410794,3749323,3749323,80000038,1250677,1250677,210840,2,3762211.0148748485,81600022,1.45,1.45,1.329005731,0.026922,1,0.026924435,2
deepseek_multicore,streaming,75,16,0,0,1.32758,1e-06,38,2.765e-06,0.081112146,3749323,3749323,80000038,1250677,1250677,210832,3,3766072.0098216026,81600022,1.4400000000000002,1.45,1.327643228,0.026952,1,0.026961347,2
deepseek_multicore,streaming,75,16,0,0,1.328646,2e-06,38,2.69e-06,0.083235562,3749323,3749323,80000038,1250677,1250677,210840,4,3763169.9848116958,81600022,1.45,1.46,1.32866706,0.026968,1,0.026976575,2
deepseek_multicore,streaming,75,16,0,0,1.329045,1e-06,38,2.547e-06,0.083422745,3749323,3749323,80000038,1250677,1250677,210792,5,3762025.694155457,81600022,1.45,1.46,1.329071199,0.027012,1,0.027014211,2
fixedlat,streaming,75,16,0,0,0.545226,0.0,27,1.594e-06,0.083755283,3749323,3749323,80000027,1250677,1250677,210832,1,9169812.190398943,81600011,0.6499999999999999,0.65,0.545267438,0.011151,1,0.011152875,0
fixedlat,streaming,75,16,0,0,0.544725,1e-06,27,1.861e-06,0.083761819,3749323,3749323,80000027,1250677,1250677,210808,2,9178542.27463648,81600011,0.6499999999999999,0.65,0.544748812,0.011003,1,0.011011622,0
fixedlat,streaming,75,16,0,0,0.543892,1e-06,27,1.572e-06,0.082815558,3749323,3749323,80000027,1250677,1250677,210840,3,9192878.724729003,81600011,0.6399999999999999,0.65,0.543899267,0.011232,1,0.011235198,0
fixedlat,streaming,75,16,0,0,0.545291,1e-06,27,1.61e-06,0.086341319,3749323,3749323,80000027,1250677,1250677,210840,4,9169100.04190132,81600011,0.6499999999999999,0.66,0.545309788,0.011129,1,0.011131382,0
fixedlat,streaming,75,16,0,0,0.549875,1e-06,27,1.99e-06,0.086743907,3749323,3749323,80000027,1250677,1250677,210780,5,9092732.812063087,81600011,0.6599999999999999,0.66,0.549889687,0.011324,1,0.011327492,0
md1,streaming,75,16,0,0,0.524276,1e-06,48,1.847e-06,0.087791581,3749323,3749323,80000048,1250677,1250677,210840,1,9536614.763329288,81600032,0.6300000000000001,0.64,0.524295059,0.010886,2,0.010888136,0
md1,streaming,75,16,0,0,0.525287,1e-06,48,1.706e-06,0.082981692,3749323,3749323,80000048,1250677,1250677,210840,2,9517812.576719517,81600032,0.6300000000000001,0.63,0.52533079,0.010994,2,0.010996119,0
md1,streaming,75,16,0,0,0.525102,1e-06,48,2.022e-06,0.080788111,3749323,3749323,80000048,1250677,1250677,210840,3,9521135.60808535,81600032,0.6300000000000001,0.63,0.525147441,0.011044,2,0.011046102,0
md1,streaming,75,16,0,0,0.524581,1e-06,48,2.164e-06,0.090625633,3749323,3749323,80000048,1250677,1250677,210828,4,9531056.648814984,81600032,0.6399999999999999,0.64,0.524600806,0.011013,2,0.011016292,0
md1,streaming,75,16,0,0,0.525313,0.0,48,1.889e-06,0.087678313,3749323,3749323,80000048,1250677,1250677,210828,5,9517907.29726569,81600032,0.6300000000000001,0.64,0.525325562,0.011117,2,0.01111989,0
wmg1,streaming,75,16,0,0,0.87536,1e-06,30,2.139e-06,0.085571886,3749323,3749323,80000030,1250677,1250677,210784,1,5711797.74657607,81600014,0.99,0.99,0.875381136,0.017823,1,0.017825016,0
wmg1,streaming,75,16,0,0,0.881725,1e-06,30,1.483e-06,0.083125482,3749323,3749323,80000030,1250677,1250677,210808,2,5670519.465582301,81600014,0.99,1.0,0.881753432,0.018067,1,0.018069277,0
wmg1,streaming,75,16,0,0,0.875676,1e-06,30,1.651e-06,0.081797301,3749323,3749323,80000030,1250677,1250677,210812,3,5709696.879843643,81600014,0.99,0.99,0.87570323,0.017823,1,0.01782523,0
wmg1,streaming,75,16,0,0,0.873997,1e-06,30,2.182e-06,0.093691911,3749323,3749323,80000030,1250677,1250677,210840,4,5720758.926268057,81600014,0.99,1.0,0.874009911,0.017845,1,0.017848151,0
wmg1,streaming,75,16,0,0,0.874075,1e-06,30,1.617e-06,0.086697547,3749323,3749323,80000030,1250677,1250677,210804,5,5720227.376567081,81600014,0.99,0.99,0.874091128,0.017866,1,0.017868601,0
mess,streaming,75,16,0,0,0.634435,1e-06,126,2.821e-06,0.088875956,3749323,3749323,80000126,1250677,1250677,210764,1,7880710.541947842,81600110,0.74,0.75,0.634460557,0.013165,7,0.013167156,0
mess,streaming,75,16,0,0,0.643134,2e-06,126,2.001e-06,0.082057065,3749323,3749323,80000126,1250677,1250677,210800,2,7774228.868213534,81600110,0.75,0.75,0.643150605,0.013062,7,0.013065172,0
mess,streaming,75,16,0,0,0.633529,1e-06,126,2.294e-06,0.085449584,3749323,3749323,80000126,1250677,1250677,210840,3,7892235.364875901,81600110,0.74,0.75,0.633534071,0.013209,7,0.013212601,0
mess,streaming,75,16,0,0,0.632019,2e-06,126,3.253e-06,0.088385573,3749323,3749323,80000126,1250677,1250677,210840,4,7910914.88371535,81600110,0.74,0.75,0.632038149,0.013184,7,0.013186106,0
mess,streaming,75,16,0,0,0.634208,1e-06,126,2.7e-06,0.084017089,3749323,3749323,80000126,1250677,1250677,210832,5,7883332.580842961,81600110,0.74,0.75,0.634249532,0.013196,7,0.013198919,0
oracle,random,75,1,39456789,100589077536461,82.564689,0.001018,1701,0.001019689,0.082664056,3749323,3749323,43685489,1250677,1250677,210836,1,60549.23574133291,44558488,84.30999999999999,84.32,82.577425442,1.645567,88,1.645719183,49
oracle,random,75,1,39456789,100589077536461,82.574983,0.001025,1701,0.001026205,0.079099631,3749323,3749323,43685489,1250677,1250677,210832,2,60543.289782609136,44558488,84.31,84.33,82.585535374,1.645925,88,1.645977611,49
oracle,random,75,1,39456789,100589077536461,82.554844,0.001022,1701,0.001022859,0.079797078,3749323,3749323,43685489,1250677,1250677,210804,3,60556.2438623082,44558488,84.3,84.31,82.567868829,1.6471,88,1.647138995,49
oracle,random,75,1,39456789,100589077536461,82.530068,0.001021,1701,0.001022573,0.082294434,3749323,3749323,43685489,1250677,1250677,210804,4,60574.454677982925,44558488,84.27,84.29,82.543046018,1.64256,88,1.642604558,49
oracle,random,75,1,39456789,100589077536461,84.520342,0.001036,1701,0.001037394,0.082127785,3749323,3749323,43685489,1250677,1250677,210840,5,59147.920574935066,44558488,86.25,86.28,84.533825558,1.641918,88,1.641943588,49
astra_single_core,random,75,1,39739820,101302915955429,1.126035,9e-06,659,1.0474e-05,0.090653846,3749323,3749323,43961111,1250677,1250677,210812,1,4440257.660372701,44840477,1.25,1.25,1.126060779,0.022867,64,0.022870001,11
astra_single_core,random,75,1,39739820,101302915955429,1.138401,8e-06,659,9.334e-06,0.088571831,3749323,3749323,43961111,1250677,1250677,210792,2,4392013.601117448,44840477,1.26,1.27,1.13842999,0.023145,64,0.023153049,11
astra_single_core,random,75,1,39739820,101302915955429,1.120867,8e-06,659,9.881e-06,0.094619915,3749323,3749323,43961111,1250677,1250677,210836,3,4460618.221862563,44840477,1.24,1.25,1.120920857,0.022633,64,0.022636564,11
astra_single_core,random,75,1,39739820,101302915955429,1.120636,8e-06,659,9.696e-06,0.095774556,3749323,3749323,43961111,1250677,1250677,210840,4,4461488.962210724,44840477,1.25,1.26,1.120702089,0.022486,64,0.022487978,11
astra_single_core,random,75,1,39739820,101302915955429,1.128053,9e-06,659,1.0228e-05,0.096953353,3749323,3749323,43961111,1250677,1250677,210840,5,4432169.81606903,44840477,1.26,1.26,1.12811562,0.022788,64,0.022790635,11
deepseek_single_core,random,75,1,50144822,127835669708980,1.793442,9e-06,748,1.0124e-05,0.088016898,3749323,3749323,54161517,1250677,1250677,210812,1,2787787.814691754,55245568,1.9300000000000002,1.93,1.793536787,0.036338,64,0.036339506,11
deepseek_single_core,random,75,1,50144822,127835669708980,1.800258,8e-06,748,9.931e-06,0.102408946,3749323,3749323,54161517,1250677,1250677,210804,2,2777286.812101009,55245568,1.9500000000000002,1.95,1.800318202,0.036032,64,0.03603514,11
deepseek_single_core,random,75,1,50144822,127835669708980,1.790204,8e-06,748,1.0079e-05,0.086761349,3749323,3749323,54161517,1250677,1250677,210800,3,2792870.278085144,55245568,1.9200000000000002,1.93,1.79027291,0.036265,64,0.036267658,11
deepseek_single_core,random,75,1,50144822,127835669708980,1.795135,9e-06,748,9.23e-06,0.088367069,3749323,3749323,54161517,1250677,1250677,210804,4,2785198.367863284,55245568,1.9300000000000002,1.94,1.795204269,0.036129,64,0.036132228,11
deepseek_single_core,random,75,1,50144822,127835669708980,1.796095,9e-06,748,9.598e-06,0.087183212,3749323,3749323,54161517,1250677,1250677,210784,5,2783766.744166974,55245568,1.9300000000000002,1.94,1.796127499,0.036387,64,0.03639055,11
astra_multicore,random,75,1,43780176,111608735883868,1.142605,1e-05,692,1.0825e-05,0.0848475,3749323,3749323,47921617,1250677,1250677,210784,1,4375735.264641922,48880866,1.27,1.27,1.142665106,0.023006,64,0.023007922,11
astra_multicore,random,75,1,43780176,111608735883868,1.145344,8e-06,692,9.506e-06,0.085232333,3749323,3749323,47921617,1250677,1250677,210832,2,4365462.102118655,48880866,1.26,1.27,1.145354119,0.023125,64,0.023127982,11
astra_multicore,random,75,1,43780176,111608735883868,1.14031,9e-06,692,9.709e-06,0.086650493,3749323,3749323,47921617,1250677,1250677,210760,3,4384624.640220721,48880866,1.26,1.27,1.14034847,0.023121,64,0.023123692,11
astra_multicore,random,75,1,43780176,111608735883868,1.143043,1.6e-05,692,1.6408e-05,0.085252973,3749323,3749323,47921617,1250677,1250677,210812,4,4374158.812080087,48880866,1.26,1.27,1.143076924,0.023054,64,0.023056075,11
astra_multicore,random,75,1,43780176,111608735883868,1.139233,9e-06,692,9.53e-06,0.082593275,3749323,3749323,47921617,1250677,1250677,210840,5,4388684.876727525,48880866,1.25,1.26,1.139293465,0.023078,64,0.023080714,11
deepseek_multicore,random,75,1,42126239,107384237696846,1.845157,9e-06,665,1.0479e-05,0.085597357,3749323,3749323,46299409,1250677,1250677,210840,1,2709752.964330462,47226902,1.98,1.98,1.845186652,0.037365,64,0.037368532,11
deepseek_multicore,random,75,1,42126239,107384237696846,1.841096,8e-06,665,9.834e-06,0.083294039,3749323,3749323,46299409,1250677,1250677,210808,2,2715697.8202777873,47226902,1.97,1.98,1.841147407,0.037373,64,0.037375692,11
deepseek_multicore,random,75,1,42126239,107384237696846,1.837871,8e-06,665,9.543e-06,0.083993136,3749323,3749323,46299409,1250677,1250677,210840,3,2720473.372987628,47226902,1.97,1.98,1.837915434,0.037241,64,0.037243636,11
deepseek_multicore,random,75,1,42126239,107384237696846,1.83858,9e-06,665,1.0136e-05,0.082923927,3749323,3749323,46299409,1250677,1250677,210840,4,2719341.046754002,47226902,1.97,1.98,1.838680737,0.037095,64,0.037097473,11
deepseek_multicore,random,75,1,42126239,107384237696846,1.842783,9e-06,665,9.988e-06,0.090577603,3749323,3749323,46299409,1250677,1250677,210832,5,2713160.684688542,47226902,1.99,1.99,1.842869104,0.036877,64,0.036878988,11
fixedlat,random,75,1,0,0,1.945176,0.96878,35700028,0.96882453,0.085319883,3749323,3749323,40700028,1250677,1250677,953040,1,2570341.0097686546,40800027,2.17,2.17,1.945267177,0.015275,65375,0.015277494,0
fixedlat,random,75,1,0,0,1.937862,0.968639,35700028,0.968645601,0.083109731,3749323,3749323,40700028,1250677,1250677,953040,2,2580106.2167187645,40800027,2.15,2.16,1.937904714,0.0151,65375,0.015102316,0
fixedlat,random,75,1,0,0,1.921314,0.944817,35700028,0.944855494,0.085455507,3749323,3749323,40700028,1250677,1250677,952996,3,2602294.7777524693,40800027,2.15,2.15,1.921381099,0.015129,65375,0.015131227,0
fixedlat,random,75,1,0,0,1.935229,0.954213,35700028,0.954274444,0.085713849,3749323,3749323,40700028,1250677,1250677,952988,4,2583550.062310138,40800027,2.16,2.16,1.935321507,0.015159,65375,0.015160871,0
fixedlat,random,75,1,0,0,1.941228,0.968494,35700028,0.968584311,0.082099287,3749323,3749323,40700028,1250677,1250677,953008,5,2575551.6546273087,40800027,2.16,2.17,1.941331672,0.014859,65375,0.014860562,0
md1,random,75,1,0,0,0.720178,4.1e-05,440,4.1642e-05,0.086070612,3749323,3749323,5000440,1250677,1250677,210788,1,6942505.325568065,5100439,0.8300000000000001,0.84,0.720201104,0.015096,343,0.015099841,0
md1,random,75,1,0,0,0.719714,4.1e-05,440,4.1642e-05,0.082015308,3749323,3749323,5000440,1250677,1250677,210840,2,6946947.5164714735,5100439,0.8300000000000001,0.83,0.719740575,0.014489,343,0.014490969,0
md1,random,75,1,0,0,0.721048,4.3e-05,440,4.366e-05,0.081133185,3749323,3749323,5000440,1250677,1250677,210832,3,6934157.650462308,5100439,0.8300000000000001,0.83,0.721068117,0.014591,343,0.014593094,0
md1,random,75,1,0,0,0.720682,4.1e-05,440,4.1399e-05,0.090897139,3749323,3749323,5000440,1250677,1250677,210788,4,6937733.420734714,5100439,0.84,0.84,0.720696472,0.014666,343,0.014668858,0
md1,random,75,1,0,0,0.720012,4.1e-05,440,4.1732e-05,0.082842752,3749323,3749323,5000440,1250677,1250677,210832,5,6944125.130423864,5100439,0.8300000000000001,0.83,0.720033108,0.014931,343,0.014934521,0
wmg1,random,75,1,0,0,1.272652,0.000369,3241,0.000370133,0.084271353,3749323,3749323,5003241,1250677,1250677,210812,1,3928698.42627365,5103240,1.3900000000000001,1.4,1.272686131,0.025705,2449,0.025707991,0
wmg1,random,75,1,0,0,1.282615,0.000371,3241,0.000371695,0.084817493,3749323,3749323,5003241,1250677,1250677,210840,2,3898226.3446700415,5103240,1.4000000000000001,1.41,1.282634603,0.025506,2449,0.025508355,0
wmg1,random,75,1,0,0,1.277667,0.000359,3241,0.000360092,0.082916062,3749323,3749323,5003241,1250677,1250677,210836,3,3913329.5647708736,5103240,1.4000000000000001,1.4,1.277684365,0.025723,2449,0.025724226,0
wmg1,random,75,1,0,0,1.272927,0.000361,3241,0.000362568,0.091471316,3749323,3749323,5003241,1250677,1250677,210792,4,3927301.255189045,5103240,1.4000000000000001,1.41,1.2731389,0.02558,2449,0.025582902,0
wmg1,random,75,1,0,0,1.266981,0.00036,3241,0.000360513,0.081674121,3749323,3749323,5003241,1250677,1250677,210788,5,3946186.0253338604,5103240,1.3900000000000001,1.39,1.267046198,0.025217,2449,0.025219555,0
mess,random,75,1,0,0,1.198428,0.012928,69347,0.01292862,0.082339452,3749323,3749323,5069347,1250677,1250677,210804,1,4172026.6466106996,5169346,1.31,1.31,1.198458309,0.015727,1315,0.015728443,0
mess,random,75,1,0,0,1.202847,0.012925,69347,0.012926035,0.080475339,3749323,3749323,5069347,1250677,1250677,210804,2,4156668.521028543,5169346,1.31,1.32,1.202886392,0.016012,1315,0.016013969,0
mess,random,75,1,0,0,1.196636,0.012874,69347,0.012874632,0.082157702,3749323,3749323,5069347,1250677,1250677,210840,3,4178267.3613719163,5169346,1.3,1.31,1.196668276,0.015935,1315,0.015944435,0
mess,random,75,1,0,0,1.212426,0.012936,69347,0.012937149,0.085756339,3749323,3749323,5069347,1250677,1250677,210768,4,4123853.7993733943,5169346,1.33,1.33,1.212458114,0.01607,1315,0.016072169,0
mess,random,75,1,0,0,1.198529,0.012924,69347,0.012924604,0.088451366,3749323,3749323,5069347,1250677,1250677,210796,5,4171690.045475418,5169346,1.32,1.32,1.198555009,0.015691,1315,0.015693149,0
oracle,random,100,16,0,0,16.591489,1.2e-05,110,1.282e-05,0.103522223,5000000,5000000,80000110,0,0,210760,1,301342.2862910884,81600094,17.04,17.04,16.592427374,0.32787,8,0.327884255,0
oracle,random,100,16,0,0,16.455416,1.1e-05,110,1.3105e-05,0.082129723,5000000,5000000,80000110,0,0,210832,2,303826.3624414855,81600094,16.869999999999997,16.89,16.456768135,0.329044,8,0.329052045,0
oracle,random,100,16,0,0,16.53859,1.1e-05,110,1.2473e-05,0.09175722,5000000,5000000,80000110,0,0,210780,3,302300.31787798024,81600094,16.97,16.98,16.539843673,0.329567,8,0.329586197,0
oracle,random,100,16,0,0,16.482877,1.1e-05,110,1.2288e-05,0.080712899,5000000,5000000,80000110,0,0,210768,4,303322.92358138156,81600094,16.91,16.91,16.484082182,0.327825,8,0.327826386,0
oracle,random,100,16,0,0,16.621686,1.1e-05,110,1.2434e-05,0.085715013,5000000,5000000,80000110,0,0,210840,5,300790.1791634967,81600094,17.06,17.06,16.622883147,0.331564,8,0.331577583,0
astra_single_core,random,100,16,0,0,0.999447,2e-06,110,2.83e-06,0.08956678,5000000,5000000,80000110,0,0,210832,1,5002614.841764716,81600094,1.12,1.12,0.999477305,0.020347,8,0.020349666,0
astra_single_core,random,100,16,0,0,0.999221,2e-06,110,3.095e-06,0.08911417,5000000,5000000,80000110,0,0,210840,2,5003801.287762287,81600094,1.12,1.12,0.99924032,0.020443,8,0.02044673,0
astra_single_core,random,100,16,0,0,0.999899,1e-06,110,2.819e-06,0.086923107,5000000,5000000,80000110,0,0,210840,3,5000319.660435252,81600094,1.12,1.12,0.999936072,0.02015,8,0.020152026,0
astra_single_core,random,100,16,0,0,0.992764,2e-06,110,2.718e-06,0.089157474,5000000,5000000,80000110,0,0,210840,4,5036371.192055898,81600094,1.12,1.12,0.992778294,0.020259,8,0.020262105,0
astra_single_core,random,100,16,0,0,0.996504,1e-06,110,2.305e-06,0.09544923,5000000,5000000,80000110,0,0,210840,5,5017148.457897492,81600094,1.12,1.13,0.996582031,0.019914,8,0.019916793,0
deepseek_single_core,random,100,16,0,0,1.306411,2e-06,110,2.53e-06,0.088056566,5000000,5000000,80000110,0,0,210828,1,3827211.595228875,81600094,1.4300000000000002,1.44,1.306434169,0.026348,8,0.026359062,0
deepseek_single_core,random,100,16,0,0,1.316215,2e-06,110,3.269e-06,0.089711016,5000000,5000000,80000110,0,0,210836,2,3798656.1884503975,81600094,1.4500000000000002,1.45,1.316254947,0.026709,8,0.026717681,0
deepseek_single_core,random,100,16,0,0,1.307725,2e-06,110,2.885e-06,0.087102217,5000000,5000000,80000110,0,0,210812,3,3823340.584619913,81600094,1.4300000000000002,1.44,1.307756892,0.026495,8,0.026498257,0
deepseek_single_core,random,100,16,0,0,1.310023,2e-06,110,2.93e-06,0.085647989,5000000,5000000,80000110,0,0,210832,4,3816593.679286844,81600094,1.4400000000000002,1.44,1.310068721,0.026656,8,0.026657783,0
deepseek_single_core,random,100,16,0,0,1.308647,2e-06,110,3.798e-06,0.085198168,5000000,5000000,80000110,0,0,210832,5,3820610.995579528,81600094,1.4300000000000002,1.44,1.308691203,0.026717,8,0.026720107,0
astra_multicore,random,100,16,0,0,1.028808,2e-06,110,3.007e-06,0.085692513,5000000,5000000,80000110,0,0,210804,1,4859938.747412082,81600094,1.1400000000000001,1.15,1.028819551,0.020813,8,0.020815328,0
astra_multicore,random,100,16,0,0,1.044448,2e-06,110,2.44e-06,0.08527506,5000000,5000000,80000110,0,0,210832,2,4787080.900270345,81600094,1.1600000000000001,1.17,1.044477857,0.021201,8,0.021203122,0
astra_multicore,random,100,16,0,0,1.026731,1e-06,110,3.3e-06,0.082235008,5000000,5000000,80000110,0,0,210840,3,4869637.747385012,81600094,1.1400000000000001,1.15,1.026770421,0.020764,8,0.020767021,0
astra_multicore,random,100,16,0,0,1.032683,2e-06,110,3.201e-06,0.0815565,5000000,5000000,80000110,0,0,210832,4,4841661.211881687,81600094,1.1500000000000001,1.15,1.032703401,0.021041,8,0.021043778,0
astra_multicore,random,100,16,0,0,1.028243,1e-06,110,2.655e-06,0.084220103,5000000,5000000,80000110,0,0,210832,5,4862544.975672123,81600094,1.1400000000000001,1.15,1.028268124,0.020776,8,0.020777923,0
deepseek_multicore,random,100,16,0,0,1.381468,2e-06,110,3.266e-06,0.082822817,5000000,5000000,80000110,0,0,210840,1,3619191.365607719,81600094,1.5,1.51,1.381524074,0.027759,8,0.027762504,0
deepseek_multicore,random,100,16,0,0,1.386018,2e-06,110,3.166e-06,0.083377895,5000000,5000000,80000110,0,0,210832,2,3607383.835072639,81600094,1.51,1.51,1.386046018,0.027731,8,0.027733607,0
deepseek_multicore,random,100,16,0,0,1.385813,2e-06,110,4.577e-06,0.085306021,5000000,5000000,80000110,0,0,210804,3,3607824.5398956337,81600094,1.51,1.52,1.385876709,0.02789,8,0.027893284,0
deepseek_multicore,random,100,16,0,0,1.388572,2e-06,110,3.257e-06,0.083779564,5000000,5000000,80000110,0,0,210840,4,3600768.196528891,81600094,1.51,1.52,1.38859258,0.028165,8,0.028168164,0
deepseek_multicore,random,100,16,0,0,1.388131,2e-06,110,3.002e-06,0.084644892,5000000,5000000,80000110,0,0,210840,5,3601842.9760303088,81600094,1.51,1.52,1.388178228,0.028041,8,0.02804307,0
fixedlat,random,100,16,0,0,0.619428,1e-06,43,2.345e-06,0.085050574,5000000,5000000,80000043,0,0,210840,1,8071743.255488645,81600027,0.72,0.73,0.619444876,0.012545,3,0.012547317,0
fixedlat,random,100,16,0,0,0.625136,1e-06,43,2.074e-06,0.082663838,5000000,5000000,80000043,0,0,210812,2,7997997.032810285,81600027,0.73,0.74,0.625156521,0.012769,3,0.012771747,0
fixedlat,random,100,16,0,0,0.620508,2e-06,43,2.409e-06,0.089112109,5000000,5000000,80000043,0,0,210828,3,8057720.689277927,81600027,0.73,0.74,0.620522874,0.012805,3,0.012811315,0
fixedlat,random,100,16,0,0,0.618965,2e-06,43,2.16e-06,0.082064857,5000000,5000000,80000043,0,0,210832,4,8077726.899604583,81600027,0.73,0.73,0.618986017,0.012736,3,0.012738254,0
fixedlat,random,100,16,0,0,0.618703,2e-06,43,2.213e-06,0.091593754,5000000,5000000,80000043,0,0,210804,5,8081272.151534689,81600027,0.74,0.74,0.618714468,0.012708,3,0.012710931,0
md1,random,100,16,0,0,0.584024,1e-06,64,2.628e-06,0.084654077,5000000,5000000,80000064,0,0,210832,1,8561213.414748168,81600048,0.69,0.7,0.584029361,0.012186,4,0.012189146,0
md1,random,100,16,0,0,0.581879,2e-06,64,1.95e-06,0.081166847,5000000,5000000,80000064,0,0,210836,2,8592716.732525975,81600048,0.69,0.69,0.581888145,0.012215,4,0.012217989,0
md1,random,100,16,0,0,0.582915,1e-06,64,2.41e-06,0.085820358,5000000,5000000,80000064,0,0,210820,3,8577256.233786006,81600048,0.69,0.7,0.582936998,0.012274,4,0.012276281,0
md1,random,100,16,0,0,0.580246,2e-06,64,2.086e-06,0.085231652,5000000,5000000,80000064,0,0,210836,4,8616961.79407516,81600048,0.69,0.69,0.580250919,0.012236,4,0.012239479,0
md1,random,100,16,0,0,0.583143,2e-06,64,2.575e-06,0.084492824,5000000,5000000,80000064,0,0,210840,5,8574152.79044928,81600048,0.69,0.69,0.583147994,0.012304,4,0.012311991,0
wmg1,random,100,16,0,0,0.989848,2e-06,46,2.767e-06,0.089113606,5000000,5000000,80000046,0,0,210840,1,5051185.077776113,81600030,1.11,1.11,0.989866719,0.020197,3,0.020199646,0
wmg1,random,100,16,0,0,0.98739,2e-06,46,2.225e-06,0.081156187,5000000,5000000,80000046,0,0,210804,2,5063744.486669693,81600030,1.1,1.1,0.987411591,0.020016,3,0.020018291,0
wmg1,random,100,16,0,0,0.98735,1e-06,46,2.313e-06,0.081094357,5000000,5000000,80000046,0,0,210840,3,5063968.741846757,81600030,1.1,1.1,0.987367864,0.020751,3,0.020753835,0
wmg1,random,100,16,0,0,0.992663,1e-06,46,2.378e-06,0.090575418,5000000,5000000,80000046,0,0,210784,4,5036627.361498288,81600030,1.11,1.12,0.9927278,0.020437,3,0.020440168,0
wmg1,random,100,16,0,0,0.985843,1e-06,46,1.954e-06,0.081978581,5000000,5000000,80000046,0,0,210832,5,5071678.154144478,81600030,1.1,1.1,0.985866975,0.020162,3,0.020164843,0
mess,random,100,16,0,0,0.732275,2e-06,115,3.875e-06,0.092329811,5000000,5000000,80000115,0,0,210832,1,6827439.503396738,81600099,0.85,0.86,0.732338968,0.014423,8,0.014426153,0
mess,random,100,16,0,0,0.727253,2e-06,115,2.848e-06,0.080830752,5000000,5000000,80000115,0,0,210832,2,6875042.78768817,81600099,0.8300000000000001,0.84,0.727268201,0.014602,8,0.014604601,0
mess,random,100,16,0,0,0.730744,2e-06,115,3.726e-06,0.106095454,5000000,5000000,80000115,0,0,210840,3,6842216.8121787,81600099,0.8400000000000001,0.87,0.730757317,0.014414,8,0.014422735,0
mess,random,100,16,0,0,0.733878,3e-06,115,2.902e-06,0.09632289,5000000,5000000,80000115,0,0,210788,4,6812871.144866521,81600099,0.86,0.86,0.733904971,0.014641,8,0.014649859,0
mess,random,100,16,0,0,0.73225,2e-06,115,2.973e-06,0.081229779,5000000,5000000,80000115,0,0,210760,5,6827931.781991545,81600099,0.8300000000000001,0.84,0.732286168,0.014634,8,0.014636487,0
oracle,random,100,1,35838708,91569484116309,69.845297,0.000496,659,0.000497795,0.080092015,5000000,5000000,40131446,0,0,210812,1,71580.71881513823,40939366,71.33999999999999,71.35,69.851212488,1.403359,74,1.403396774,0
oracle,random,100,1,35838708,91569484116309,69.608243,0.000495,659,0.000496264,0.079071309,5000000,5000000,40131446,0,0,210840,2,71820.19242092987,40939366,71.08,71.1,69.618304149,1.382605,74,1.382649644,0
oracle,random,100,1,35838708,91569484116309,67.994116,0.000492,659,0.000494028,0.082814815,5000000,5000000,40131446,0,0,210840,3,73524.90276786876,40939366,69.44,69.46,68.004170176,1.356454,74,1.356478366,0
oracle,random,100,1,35838708,91569484116309,69.466663,0.000491,659,0.000492499,0.096893277,5000000,5000000,40131446,0,0,210800,4,71974.77618990299,40939366,70.95,70.95,69.468781491,1.367549,74,1.367570522,0
oracle,random,100,1,35838708,91569484116309,67.975122,0.000493,659,0.000494147,0.082750309,5000000,5000000,40131446,0,0,210832,5,73544.70151563692,40939366,69.41999999999999,69.44,67.985862978,1.355394,74,1.355493912,0
astra_single_core,random,100,1,35699587,90997955748331,1.013958,7e-06,557,8.005e-06,0.079483483,5000000,5000000,40000554,0,0,210832,1,4930989.436945869,40800143,1.1300000000000001,1.13,1.013995277,0.020346,64,0.02034784,0
astra_single_core,random,100,1,35699587,90997955748331,1.011162,6e-06,557,7.641e-06,0.092489381,5000000,5000000,40000554,0,0,210832,2,4944750.673897571,40800143,1.1400000000000001,1.14,1.011173329,0.020209,64,0.02021102,0
